Номер,Article Title,Source,Words,Persistent URL
149,Дома растут как грибы,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):1",1185,https://dlib.eastview.com/browse/doc/61286778
149,На учет авто - в МФЦ,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):1",72,https://dlib.eastview.com/browse/doc/61286774
149,"Нужный ""Калибр""","Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):1",86,https://dlib.eastview.com/browse/doc/61286773
149,"Первый рейс ""Мyстая Карима""","Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):1",86,https://dlib.eastview.com/browse/doc/61286772
149,Пока ежики не спят,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):1",1500,https://dlib.eastview.com/browse/doc/61286779
149,Пятилетка милосердия,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):1",88,https://dlib.eastview.com/browse/doc/61286776
149,Вот так плеть!,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):2",297,https://dlib.eastview.com/browse/doc/61286783
149,Игры в монопольку,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):2",444,https://dlib.eastview.com/browse/doc/61286786
149,"Ну подумаешь, укол","Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):2",330,https://dlib.eastview.com/browse/doc/61286784
149,Числа Петербурга,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):2",99,https://dlib.eastview.com/browse/doc/61286785
149,Выйти из класса,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):3",710,https://dlib.eastview.com/browse/doc/61286787
149,Душа Капеллы,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):3",329,https://dlib.eastview.com/browse/doc/61286788
149,За банной субсидией в маске,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):3",179,https://dlib.eastview.com/browse/doc/61286789
149,Август под маринадом,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):4",1474,https://dlib.eastview.com/browse/doc/61286792
149,Дело о шланге,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):4",710,https://dlib.eastview.com/browse/doc/61286790
149,Незаконная надстройка,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):4",421,https://dlib.eastview.com/browse/doc/61286791
149,Даешь вторую пятилетку!,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):5",771,https://dlib.eastview.com/browse/doc/61286796
149,Пришло время бразильца,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):5",751,https://dlib.eastview.com/browse/doc/61286793
149,Стрельцов против Стрельцова,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):5",473,https://dlib.eastview.com/browse/doc/61286794
149,Хоккей и пустота,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):5",595,https://dlib.eastview.com/browse/doc/61286795
149,"4 млрд. ""перекинут"" через Свирь","Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):6",177,https://dlib.eastview.com/browse/doc/61286799
149,Алеет парус одинокий,"Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):6",679,https://dlib.eastview.com/browse/doc/61286801
149,"Оружие против ""короны""","Sankt-Peterburgskie vedomosti, No.149, August 24, 2020, page(s):6",451,https://dlib.eastview.com/browse/doc/61286798
150,Vannamei из Ленобласти,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",538,https://dlib.eastview.com/browse/doc/61307200
150,Бюджет времен пандемии,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",306,https://dlib.eastview.com/browse/doc/61307199
150,Лихачу другой тариф,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",56,https://dlib.eastview.com/browse/doc/61307194
150,Лишь бы не было дождя,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",86,https://dlib.eastview.com/browse/doc/61307196
150,Откуда деньги на учебу,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",96,https://dlib.eastview.com/browse/doc/61307192
150,Охотники за ароматами,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",676,https://dlib.eastview.com/browse/doc/61307198
150,Потеряли работу? В ЦОПП!,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",83,https://dlib.eastview.com/browse/doc/61307195
150,Собрать чадо в школу,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",93,https://dlib.eastview.com/browse/doc/61307193
150,Средняя заработная плата. Санкт-Петербург,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):1",123,https://dlib.eastview.com/browse/doc/61307197
150,Скамейки в облаках,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):2",510,https://dlib.eastview.com/browse/doc/61307205
150,"Сябры нам сделали ""гармошку""","Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):2",443,https://dlib.eastview.com/browse/doc/61307203
150,Экстренные службы сближаются,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):2",249,https://dlib.eastview.com/browse/doc/61307204
150,Корейцы в Петербурге,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):3",207,https://dlib.eastview.com/browse/doc/61307207
150,"По понятиям ""Волшебной флейты""","Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):3",536,https://dlib.eastview.com/browse/doc/61307206
150,Полотно украшало столовую...,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):3",332,https://dlib.eastview.com/browse/doc/61307208
150,Убил по дружбе,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):3",284,https://dlib.eastview.com/browse/doc/61307209
150,"""Дочка"" на берегах Янцзы","Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):4",270,https://dlib.eastview.com/browse/doc/61307212
150,Cd КАДМИЙ,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):4",93,https://dlib.eastview.com/browse/doc/61307213
150,Дорога до кембрия,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):4",2084,https://dlib.eastview.com/browse/doc/61307211
150,Треска против газа,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):4",470,https://dlib.eastview.com/browse/doc/61307214
150,Закрыли пляжный футбол,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):5",322,https://dlib.eastview.com/browse/doc/61307220
150,Замена преследователей,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):5",819,https://dlib.eastview.com/browse/doc/61307217
150,Обгоняя авторитетов,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):5",585,https://dlib.eastview.com/browse/doc/61307218
150,У Лиги настоящий чемпион,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):5",706,https://dlib.eastview.com/browse/doc/61307216
150,Худшие среди лучших,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):5",761,https://dlib.eastview.com/browse/doc/61307215
150,Виртуальный съезд,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):6",1056,https://dlib.eastview.com/browse/doc/61307225
150,Вознаградили за настойчивость,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):6",247,https://dlib.eastview.com/browse/doc/61307222
150,Лучше перестраховаться,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):6",303,https://dlib.eastview.com/browse/doc/61307221
150,Суоми ужесточает пограничный контроль,"Sankt-Peterburgskie vedomosti, No.150, August 25, 2020, page(s):6",157,https://dlib.eastview.com/browse/doc/61307223
151,"""Спутник V"" на мировой орбите","Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):1",59,https://dlib.eastview.com/browse/doc/61879552
151,В Арктику под парусом,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):1",956,https://dlib.eastview.com/browse/doc/61879558
151,Кружок не сузится,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):1",594,https://dlib.eastview.com/browse/doc/61879557
151,Миллиарды на газификацию,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):1",147,https://dlib.eastview.com/browse/doc/61879555
151,Пенсионерам недоплачивали,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):1",123,https://dlib.eastview.com/browse/doc/61879553
151,"Премия, одна на всех","Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):1",87,https://dlib.eastview.com/browse/doc/61879554
151,Прием окончен,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):1",456,https://dlib.eastview.com/browse/doc/61879559
151,Средняя заработная плата. Ленинградская область,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):1",122,https://dlib.eastview.com/browse/doc/61879556
151,"Дом, который на слуху","Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):2",153,https://dlib.eastview.com/browse/doc/61879562
151,Числа Петербурга,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):2",59,https://dlib.eastview.com/browse/doc/61879563
151,Золотой и серебряный дебюты на питерском острове,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):3",166,https://dlib.eastview.com/browse/doc/61879565
151,Кастинг на новую жизнь,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):3",1266,https://dlib.eastview.com/browse/doc/61879564
151,Мы ответим на ваши вопросы,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):3",694,https://dlib.eastview.com/browse/doc/61879566
151,Парк культуры Савиновых,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):3",323,https://dlib.eastview.com/browse/doc/61879567
151,В ответ на ультиматум,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):4",962,https://dlib.eastview.com/browse/doc/61879568
151,Записная книжка отца,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):4",822,https://dlib.eastview.com/browse/doc/61879570
151,Поминальная свеча,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):4",675,https://dlib.eastview.com/browse/doc/61879569
151,"Спасибо вам, товарищ Петухов","Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):4",490,https://dlib.eastview.com/browse/doc/61879571
151,Карлсен громит ФИДЕ,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):5",789,https://dlib.eastview.com/browse/doc/61879576
151,Куда податься чемпионам,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):5",927,https://dlib.eastview.com/browse/doc/61879573
151,"Ой, кто в ""Зените""!","Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):5",491,https://dlib.eastview.com/browse/doc/61879572
151,Шесть часов хоккея,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):5",791,https://dlib.eastview.com/browse/doc/61879574
151,Неразменная сотня рублей,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):6",1086,https://dlib.eastview.com/browse/doc/61879580
151,Сергиев Посад на все богат,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):6",692,https://dlib.eastview.com/browse/doc/61879578
151,Сколько готовы потратить россияне на путешествие выходного дня,"Sankt-Peterburgskie vedomosti, No.151, August 26, 2020, page(s):6",94,https://dlib.eastview.com/browse/doc/61879579
152,Без денег и без суда,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",111,https://dlib.eastview.com/browse/doc/61354632
152,Где дышать тяжело,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",81,https://dlib.eastview.com/browse/doc/61354634
152,Количество организаций. Санкт-Петербург,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",74,https://dlib.eastview.com/browse/doc/61354637
152,Маневры начались с легенды,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",197,https://dlib.eastview.com/browse/doc/61354640
152,Отпускные маршруты лета,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",81,https://dlib.eastview.com/browse/doc/61354633
152,Петр снова в Ямбурге,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",131,https://dlib.eastview.com/browse/doc/61354636
152,Приоритет - кроликам,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",83,https://dlib.eastview.com/browse/doc/61354635
152,Расстройство на Фонтанке,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",599,https://dlib.eastview.com/browse/doc/61354638
152,ССО достали до неба,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):1",577,https://dlib.eastview.com/browse/doc/61354639
152,Бастуют под Ленинским,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):2",246,https://dlib.eastview.com/browse/doc/61354645
152,В кино - со двора,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):2",362,https://dlib.eastview.com/browse/doc/61354644
152,Вступительный аншлаг,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):2",298,https://dlib.eastview.com/browse/doc/61354643
152,Эконеделя,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):2",234,https://dlib.eastview.com/browse/doc/61354646
152,Все звери на ее камне,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):3",413,https://dlib.eastview.com/browse/doc/61354650
152,Кино день и ночь,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):3",195,https://dlib.eastview.com/browse/doc/61354648
152,Красота целесообразного,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):3",737,https://dlib.eastview.com/browse/doc/61354647
152,Незаконные борщи у Герцена,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):3",201,https://dlib.eastview.com/browse/doc/61354651
152,Утка и топонимика,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):3",360,https://dlib.eastview.com/browse/doc/61354649
152,Кальяны вне закона,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):4",169,https://dlib.eastview.com/browse/doc/61354654
152,Код расскажет,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):4",427,https://dlib.eastview.com/browse/doc/61354655
152,Кому без маски лучше,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):4",340,https://dlib.eastview.com/browse/doc/61354657
152,От А до D,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):4",762,https://dlib.eastview.com/browse/doc/61354656
152,Палитра недуга,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):4",800,https://dlib.eastview.com/browse/doc/61354653
152,Карьерно-мышечный спазм,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):5",750,https://dlib.eastview.com/browse/doc/61354659
152,Один против всех. Шаров,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):5",1065,https://dlib.eastview.com/browse/doc/61354661
152,Холодный хоккей в Ледовом,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):5",807,https://dlib.eastview.com/browse/doc/61354658
152,Секрет Бетельгейзе разгадан,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):6",524,https://dlib.eastview.com/browse/doc/61354665
152,Соседи едут в Бухару,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):6",103,https://dlib.eastview.com/browse/doc/61354664
152,Туристы стали осторожнее,"Sankt-Peterburgskie vedomosti, No.152, August 27, 2020, page(s):6",269,https://dlib.eastview.com/browse/doc/61354663
153,Авто в подарок семье,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):1",61,https://dlib.eastview.com/browse/doc/61374296
153,Большой рыбак вышел в море,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):1",90,https://dlib.eastview.com/browse/doc/61374293
153,За льготой... в личный кабинет,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):1",80,https://dlib.eastview.com/browse/doc/61374295
153,Зарядка на удаленке,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):1",1741,https://dlib.eastview.com/browse/doc/61374299
153,Количество организаций. Ленинградская область,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):1",66,https://dlib.eastview.com/browse/doc/61374297
153,Пепел Рюрикова града,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):1",963,https://dlib.eastview.com/browse/doc/61374298
153,"По ""Тавриде"" с ветерком","Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):1",86,https://dlib.eastview.com/browse/doc/61374292
153,Регистр знает все,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):1",94,https://dlib.eastview.com/browse/doc/61374294
153,В МФЦ на Звездной Московского района открыто 15 новых окон приема документов,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):2",390,https://dlib.eastview.com/browse/doc/61374302
153,Пенсии и другие социальные выплаты в сентябре,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):2",310,https://dlib.eastview.com/browse/doc/61374304
153,Попытка вспомнить,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):2",307,https://dlib.eastview.com/browse/doc/61374303
153,Сквер среди глухих стен,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):2",464,https://dlib.eastview.com/browse/doc/61374301
153,"100 марок в ""возмещение ущерба""","Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):3",525,https://dlib.eastview.com/browse/doc/61374305
153,"Музей на ""пороховой бочке""","Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):3",352,https://dlib.eastview.com/browse/doc/61374308
153,Норвежец остался без волос,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):3",227,https://dlib.eastview.com/browse/doc/61374310
153,"Предприятия СЗРЦ Концерна ВКО ""Алмаз-Антей"" принимают участие в Международном форуме ""Армия-2020""","Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):3",887,https://dlib.eastview.com/browse/doc/61374311
153,Преображенец Суворов,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):3",320,https://dlib.eastview.com/browse/doc/61374306
153,Рояль в каньоне,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):3",269,https://dlib.eastview.com/browse/doc/61374309
153,Заработная плата: хватает ли до дня X?,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):4",168,https://dlib.eastview.com/browse/doc/61374315
153,Молодежи да прибудет,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):4",844,https://dlib.eastview.com/browse/doc/61374314
153,Отзвуки Второй мировой,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):4",754,https://dlib.eastview.com/browse/doc/61374313
153,Зверей собрали на суд,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):5",246,https://dlib.eastview.com/browse/doc/61374317
153,Не по форме одетый,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):5",633,https://dlib.eastview.com/browse/doc/61374319
153,С видом на Стрелку,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):5",762,https://dlib.eastview.com/browse/doc/61374316
153,Тарелочка с голубой каемочкой,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):5",337,https://dlib.eastview.com/browse/doc/61374318
153,Встреча,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):6",280,https://dlib.eastview.com/browse/doc/61374320
153,У разведчиков свои проблемы,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):6",62,https://dlib.eastview.com/browse/doc/61374321
153,"""Пузыри"" не лопаются","Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):7",619,https://dlib.eastview.com/browse/doc/61374324
153,Прогулка отменяется,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):7",1378,https://dlib.eastview.com/browse/doc/61374322
153,Судьи в белых перчатках,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):7",752,https://dlib.eastview.com/browse/doc/61374325
153,В динамике и статике,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):8",187,https://dlib.eastview.com/browse/doc/61374326
153,Все дело в интонации,"Sankt-Peterburgskie vedomosti, No.153, August 28, 2020, page(s):8",422,https://dlib.eastview.com/browse/doc/61374328
154,Дорога в Цхинвал,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",82,https://dlib.eastview.com/browse/doc/61387034
154,Закрыть нельзя налить,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",1320,https://dlib.eastview.com/browse/doc/61387039
154,Зала под белым крестом,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",883,https://dlib.eastview.com/browse/doc/61387038
154,Как решит учитель,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",50,https://dlib.eastview.com/browse/doc/61387035
154,Когда горят леса,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",87,https://dlib.eastview.com/browse/doc/61387036
154,Количество сотрудников в организациях. Санкт-Петербург,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",123,https://dlib.eastview.com/browse/doc/61387037
154,Небо без паутины,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",1055,https://dlib.eastview.com/browse/doc/61387040
154,О чем договорились президенты,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",64,https://dlib.eastview.com/browse/doc/61387032
154,Синдзо Абэ уходит,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):1",79,https://dlib.eastview.com/browse/doc/61387033
154,И все это - Невский,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):2",92,https://dlib.eastview.com/browse/doc/61387044
154,Пора делать прививку,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):2",308,https://dlib.eastview.com/browse/doc/61387045
154,Светофор просит о помощи,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):2",225,https://dlib.eastview.com/browse/doc/61387046
154,Стоп машина,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):2",313,https://dlib.eastview.com/browse/doc/61387043
154,"""Гуманные"" мошенники","Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):3",315,https://dlib.eastview.com/browse/doc/61387048
154,Марш цветов,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):3",159,https://dlib.eastview.com/browse/doc/61387047
154,Область выведут на чистую воду,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):3",288,https://dlib.eastview.com/browse/doc/61387050
154,Прима - архитектуре,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):3",108,https://dlib.eastview.com/browse/doc/61387049
154,"Работникам ""России"" присвоены звания заслуженных пилотов РФ","Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):3",363,https://dlib.eastview.com/browse/doc/61387051
154,"Память, говори","Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):4",197,https://dlib.eastview.com/browse/doc/61387054
154,Сближение с Арктикой,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):4",389,https://dlib.eastview.com/browse/doc/61387052
154,Снова делим деньги,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):4",325,https://dlib.eastview.com/browse/doc/61387053
154,ЛАЭС научит остановке реакторов,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):5",333,https://dlib.eastview.com/browse/doc/61387057
154,Упали и почти отжались,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):5",766,https://dlib.eastview.com/browse/doc/61387056
154,Фармацевтика обошла машиностроение,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):5",609,https://dlib.eastview.com/browse/doc/61387055
154,Где пчелка не сидела,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):6",1445,https://dlib.eastview.com/browse/doc/61387060
154,Капремонт по большому счету,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):6",1010,https://dlib.eastview.com/browse/doc/61387058
154,МИР пенсионерам,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):6",445,https://dlib.eastview.com/browse/doc/61387059
154,Допинговая самоизоляция,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):7",657,https://dlib.eastview.com/browse/doc/61387062
154,Недоразумение с мячом,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):7",511,https://dlib.eastview.com/browse/doc/61387063
154,"Ничья в пользу ""Спартака""","Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):7",765,https://dlib.eastview.com/browse/doc/61387061
154,Хоккей на слух,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):7",833,https://dlib.eastview.com/browse/doc/61387064
154,Золотая осень Левитана,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):8",340,https://dlib.eastview.com/browse/doc/61387066
154,Съезд-шоу,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):8",1070,https://dlib.eastview.com/browse/doc/61387069
154,Фальшивая бронь,"Sankt-Peterburgskie vedomosti, No.154, August 31, 2020, page(s):8",658,https://dlib.eastview.com/browse/doc/61387068
155,Бабье лето будет молодым,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",754,https://dlib.eastview.com/browse/doc/61395839
155,Будем и дальше дружить,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",83,https://dlib.eastview.com/browse/doc/61395832
155,Вакцина уже на подходе,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",59,https://dlib.eastview.com/browse/doc/61395835
155,За знаниями в новую школу,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",304,https://dlib.eastview.com/browse/doc/61395840
155,Звезды на невской воде,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",739,https://dlib.eastview.com/browse/doc/61395838
155,Количество сотрудников<i> </i>в организациях. Ленобласть,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",126,https://dlib.eastview.com/browse/doc/61395837
155,Новость Соснового Бора,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",59,https://dlib.eastview.com/browse/doc/61395833
155,Просвет на рынке труда,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",68,https://dlib.eastview.com/browse/doc/61395834
155,Те еще финансисты,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):1",58,https://dlib.eastview.com/browse/doc/61395836
155,Кружка чая в добрых руках,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):2",144,https://dlib.eastview.com/browse/doc/61395845
155,Наука побеждать... в конкурсе,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):2",107,https://dlib.eastview.com/browse/doc/61395844
155,Сани уже готовы,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):2",595,https://dlib.eastview.com/browse/doc/61395843
155,Душевная скульптура,"Sankt-Peterburgskie vedomosti, No.155, September 01, 2020, page(s):3",302,https://dlib.eastview.com/browse/doc/61395849
